Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment,aspect_encoded,sentiment_encoded
"thầy rất thoải mải trò chuyện để giải quyết thắc mắc cho sinh viên , chỉ dẫn những cách làm bài dễ hiểu để cho sinh viên không bị vướng mắc .",chỉ dẫn những cách làm bài dễ hiểu để cho sinh viên không bị vướng mắc,chỉ dẫn những cách làm bài ,Support from lecturers,dễ hiểu,Positive,4,2
"nâng cấp máy tính , cho sinh viên thực hành bấm cáp nhiều hơn .",cho sinh viên thực hành bấm cáp nhiều hơn,thực hành bấm cáp,Course information,cho sinh viên thực hành bấm cáp nhiều hơn,Neutral,0,1
"cô nhiệt tình , giảng bài kỹ .",giảng bài kỹ,giảng bài,Teaching quality,kỹ,Positive,5,2
nên xen kẽ các tiết lý thuyết và thuyết trình chứ không chỉ thuyết trình từ lúc bắt đầu đến lúc kết thúc môn học .,nên xen kẽ các tiết lý thuyết và thuyết trình chứ không chỉ thuyết trình từ lúc bắt đầu đến lúc kết thúc môn học,các tiết lý thuyết và thuyết trình chứ không chỉ thuyết trình từ lúc bắt đầu đến lúc kết thúc môn học,Course information,nên xen kẽ các tiết lý thuyết và thuyết trình chứ không chỉ thuyết trình từ lúc bắt đầu đến lúc kết thúc môn học,Negative,0,0
thực hành đi trước lý thuyết nên gây ra một số khó khăn cho sinh viên .,thực hành đi trước lý thuyết nên gây ra một số khó khăn cho sinh viên,thực hành đi trước lý thuyết,Organization and management,gây ra một số khó khăn,Negative,3,0
"giảng viên dạy dễ hiểu , hướng dẫn bài tập cụ thể .",hướng dẫn bài tập cụ thể,hướng dẫn bài tập,Support from lecturers,cụ thể,Positive,4,2
chuẩn bị âm thanh trước môn học ổn định để tránh mất thì giờ vì điều chỉnh âm thanh trong phòng học .,chuẩn bị âm thanh trước môn học ổn định để tránh mất thì giờ vì điều chỉnh âm thanh trong phòng học,môn học,Course information,tránh mất thì giờ,Neutral,0,1
chỉ giải đáp thắc mắc cho một bạn mà không nói cho các bạn xung quanh biết về thắc mắc đó .,chỉ giải đáp thắc mắc cho một bạn mà không nói cho các bạn xung quanh biết về thắc mắc đó,chỉ giải đáp thắc mắc cho một bạn mà không nói cho các bạn xung quanh biết về thắc mắc đó,Support from lecturers,chỉ giải đáp thắc mắc cho một bạn mà không nói cho các bạn xung quanh biết về thắc mắc đó,Negative,4,0
đa số thời gian trên lớp thầy không đi vào nội dung bài học mà thường xuyên nói những vấn đề không liên quan và cần thiết đến bài học .,đa số thời gian trên lớp thầy không đi vào nội dung bài học mà thường xuyên nói những vấn đề không liên quan và cần thiết đến bài học,đa số thời gian trên lớp thầy không đi vào nội dung bài học mà thường xuyên nói những vấn đề không liên quan và cần thiết đến bài học,Teaching quality,thầy không đi vào nội dung bài học mà thường xuyên nói những vấn đề không liên quan và cần thiết đến bài học,Negative,5,0
em chưa được thầy dạy thực hành môn này .,em chưa được thầy dạy thực hành môn này,thầy,Support from lecturers,chưa được,Negative,4,0
"chị tận tình , giảng dễ hiểu và vui tính .",chị tận tình,tận tình,Support from lecturers,tận tình,Positive,4,2
thầy nên cho nhiều bài tập .,thầy nên cho nhiều bài tập, bài tập,Workload,nên cho nhiều,Neutral,7,1
"thầy cho chép nhiều quá , nên làm thành ebook để sinh viên được theo dõi phù hợp hơn .","thầy cho chép nhiều quá , nên làm thành ebook để sinh viên được theo dõi phù hợp hơn",thầy,Support from lecturers,cho chép nhiều quá,Negative,4,0
"giảng viên nhiệt tình , dạy đúng giờ .","giảng viên nhiệt tình , dạy đúng giờ",dạy,Teaching quality,nhiệt tình,Positive,5,2
"nhiệt tình , tận tâm , truyền đạt những kinh nghiệm quý báu .",tận tâm,tận tâm,Support from lecturers,tận tâm,Positive,4,2
"em rất hài lòng về thầy , thầy rất tận tình giúp đỡ sinh viên , mọi thắc mắc luôn được trả lời đầy đủ .", thầy rất tận tình giúp đỡ sinh viên,giúp đỡ sinh viên,Support from lecturers,rất tận tình,Positive,4,2
"thầy rất nhiệt tình và tận tâm , có kiến thức rộng .",thầy rất nhiệt tình và tận tâm,thầy rất nhiệt tình và tận tâm,Support from lecturers,nhiệt tình và tận tâm,Positive,4,2
thầy dạy hay tận tình .,thầy dạy hay tận tình,dạy,Teaching quality,hay tận tình,Positive,5,2
"giáo trình , bài giảng và tài liệu phục vụ môn học được cung cấp đầy đủ và cập nhật trên hệ thống moodle .","giáo trình , bài giảng và tài liệu phục vụ môn học được cung cấp đầy đủ và cập nhật trên hệ thống moodle","giáo trình , bài giảng và tài liệu",Course information,được cung cấp đầy đủ và cập nhật,Positive,0,2
"em có ý kiến là thầy nên ra thêm nhiều bài tập , chia sẻ thêm nhiều tài liệu hơn .",em có ý kiến là thầy nên ra thêm nhiều bài tập,bài tập,Workload,nên ra thêm,Neutral,7,1
"em nghĩ cơ sở vật chất vẫn còn yếu kém , ngồi xa không thể nhìn rõ được slide bài giảng của cô giáo , phòng học rất nóng .",phòng học rất nóng,phòng học,Learning environment,rất nóng,Negative,2,0
cho nghỉ nhiều buổi .,cho nghỉ nhiều buổi,cho nghỉ nhiều buổi,Organization and management,nghỉ nhiều,Negative,3,0
nên giảm thời lượng môn học còn 7 tuần và tăng thời gian mỗi buổi học lên 4 tiết .,nên giảm thời lượng môn học còn 7 tuần,thời lượng môn học,Organization and management,nên giảm,Neutral,3,1
"thầy dạy rất tốt và tâm huyết , phương pháp hợp lý và nội dung giảng dạy tạo hứng thú cho sinh viên .","thầy dạy rất tốt và tâm huyết , phương pháp hợp lý và nội dung giảng dạy tạo hứng thú cho sinh viên",thầy,Support from lecturers,tâm huyết,Positive,4,2
"máy chiếu thì quá mờ mới gần đây thôi , quạt thì có cái chạy được , có cái bị hỏng công tắc .","quạt thì có cái chạy được , có cái bị hỏng công tắc",quạt,Learning environment,"có cái chạy được , có cái bị hỏng",Neutral,2,1
mong phòng đào tạo không sắp cho thầy dạy lớp em nữa .,mong phòng đào tạo không sắp cho thầy dạy lớp em nữa,phòng đào tạo,Organization and management,không sắp,Negative,3,0
"giáo viên vào tiết đúng giờ , giảng dạy nhiệt tình , tận tâm .","giáo viên vào tiết đúng giờ , giảng dạy nhiệt tình , tận tâm",giáo viên,Support from lecturers,tận tâm,Positive,4,2
"giảng viên hướng dẫn nhiệt tình , chi tiết .","giảng viên hướng dẫn nhiệt tình , chi tiết",giảng viên hướng dẫn,Support from lecturers,"nhiệt tình , chi tiết",Positive,4,2
"cô rất dễ thương , cho điểm khách quan , cô giúp em nhớ lại nhiều kiến thức .",cô giúp em nhớ lại nhiều kiến thức,cô giúp em nhớ lại nhiều kiến thức,Support from lecturers,nhớ lại nhiều kiến thức,Positive,4,2
"phòng lab thực hành đã quá cũ nát , nên cải tiến và xây dựng hệ thống phòng lab để sinh viên có thể thực hành các kỹ năng của môn học này .",phòng lab thực hành đã quá cũ nát,phòng lab,Learning environment,quá cũ nát,Negative,2,0
"giảng dạy có tâm huyết với học sinh , và giảng hiệu quả .","giảng dạy có tâm huyết với học sinh , và giảng hiệu quả",giảng dạy,Support from lecturers,hiệu quả,Positive,4,2
"cơ sở vật chất không đảm bảo chất lượng , nhiều khi thầy đang nói mà micro bị hư .",nhiều khi thầy đang nói mà micro bị hư,micro,Learning environment,bị hư,Negative,2,0
"dạy dễ hiểu , sử dụng giờ lên lớp hiệu quả .",dạy dễ hiểu,dạy,Teaching quality,dễ hiểu,Positive,5,2
thêm nhiều kiến thức ngoài mới .,thêm nhiều kiến thức ngoài mới,kiến thức ngoài mới,Course information,thêm nhiều,Positive,0,2
tận tâm và nhiệt tình .,tận tâm và nhiệt tình,tận tâm và nhiệt tình,Support from lecturers,tận tâm và nhiệt tình,Positive,4,2
giáo viên lý thuyết chưa lên lớp thì lớp thực hành đã dạy trước 2 bài khiến em không theo kịp .,giáo viên lý thuyết chưa lên lớp thì lớp thực hành đã dạy trước 2 bài khiến em không theo kịp,giáo viên lý thuyết chưa lên lớp thì lớp thực hành đã dạy trước 2 bài khiến em không theo kịp,Teaching quality,giáo viên lý thuyết chưa lên lớp thì lớp thực hành đã dạy trước 2 bài khiến em không theo kịp,Negative,5,0
"giảng viên dễ thương , hiền lành , gần gũi với sinh viên , thường xuyên trợ giúp sinh viên một cách rất nhiệt tình , giúp sinh viên hiểu bài dễ hơn .","giảng viên dễ thương , hiền lành , gần gũi với sinh viên",thường xuyên trợ giúp,Support from lecturers,"dễ thương , hiền lành , gần gũi",Positive,4,2
"môn học nên cho thêm nhiều dạng bài tập dưới dạng tiếng việt , vì trong giảng đường máy chiếu mờ , chữ tiếng anh nữa nhìn rất phiền phức cho những bạn ở sau !","môn học nên cho thêm nhiều dạng bài tập dưới dạng tiếng việt , vì trong giảng đường máy chiếu mờ , chữ tiếng anh nữa nhìn rất phiền phức cho những bạn ở sau",môn học,Course information,nên cho thêm nhiều,Positive,0,2
đảm bảo thời gian lên lớp và sử dụng thời gian lên lớp hiệu quả .,đảm bảo thời gian lên lớp và sử dụng thời gian lên lớp hiệu quả,thời gian lên lớp,Support from lecturers,đảm bảo,Positive,4,2
giáo viên thường xuyên cho nghỉ .,giáo viên thường xuyên cho nghỉ,giáo viên,Support from lecturers,thường xuyên cho nghỉ,Negative,4,0
thầy nhiệt tình hài hước .,thầy nhiệt tình hài hước,thầy nhiệt tình hài hước,Support from lecturers,nhiệt tình hài hước,Positive,4,2
"giảng viên nhiệt tình giảng dạy lý thuyết và cho làm bài tập trên lớp , thường xuyên trao đổi và có những thông báo nhắc nhở cho sinh viên trên courses .",thường xuyên trao đổi và có những thông báo nhắc nhở cho sinh viên trên courses,nhắc nhở cho sinh viên,Support from lecturers,thường xuyên trao đổi và có những thông báo nhắc nhở,Positive,4,2
"cô là một giảng viên vô cùng tâm huyết , tận tâm và thương sinh viên .","cô là một giảng viên vô cùng tâm huyết , tận tâm và thương sinh viên",cô là một giảng viên,Teaching quality," vô cùng tâm huyết , tận tâm và thương sinh viên",Positive,5,2
"cô giảng bài dễ hiểu , vui tính , hòa đồng với sinh viên .","cô giảng bài dễ hiểu , vui tính , hòa đồng với sinh viên",cô giảng bài,Support from lecturers,vui tính,Positive,4,2
nhờ nhà trường cấp thêm quạt .,nhờ nhà trường cấp thêm quạt,quạt,Learning environment,cấp thêm,Neutral,2,1
"rất nhiệt tình giảng dạy , đảm bảo giờ lên lớp và sử dụng tối đa giờ lên lớp .",đảm bảo giờ lên lớp và sử dụng tối đa giờ lên lớp,đảm bảo giờ lên lớp và sử dụng tối đa giờ lên lớp,Organization and management,đảm bảo giờ lên lớp và sử dụng tối đa,Positive,3,2
giảng viên nên chấm deadline về nhà sớm hơn .,giảng viên nên chấm deadline về nhà sớm hơn,giảng viên,Support from lecturers,nên chấm deadline về nhà sớm hơn,Positive,4,2
"giảng dạy kỹ , hỗ trợ sinh viên .",hỗ trợ sinh viên,hỗ trợ sinh viên,Support from lecturers,hỗ trợ sinh viên,Positive,4,2
hi vọng giảng viên đưa ra những ví dụ cụ thể để sinh viên nắm được những điều cơ bản trước khi giải bài tập .,hi vọng giảng viên đưa ra những ví dụ cụ thể để sinh viên nắm được những điều cơ bản trước khi giải bài tập,giảng viên đưa ra những ví dụ cụ thể để sinh viên nắm được những điều cơ bản trước khi giải bài tập,Teaching quality,hi vọng giảng viên đưa ra những ví dụ cụ thể,Neutral,5,1
có nhiều bài tập về nhà cơ bản lẫn nâng cao và giảng viên sửa bài đủ .,có nhiều bài tập về nhà cơ bản lẫn nâng cao,bài tập về nhà cơ bản lẫn nâng cao,Workload,có nhiều bài tập về nhà cơ bản lẫn nâng cao,Positive,7,2
"phương pháp dạy học không hấp dẫn , nhàm chán , khả năng truyền đạt chưa hiệu quả .","phương pháp dạy học không hấp dẫn , nhàm chán , khả năng truyền đạt chưa hiệu quả",phương pháp dạy học,Course information,nhàm chán,Negative,0,0
cần giảng viên lên lớp thường xuyên hơn .,cần giảng viên lên lớp thường xuyên hơn,giảng viên lên lớp ,Teaching quality,cần giảng viên lên lớp thường xuyên hơn,Neutral,5,1
"giảng viên tận tâm , tận tình .","giảng viên tận tâm , tận tình",giảng viên,Teaching quality," tận tâm , tận tình ",Positive,5,2
"giờ học luôn sinh động , hiệu quả , giúp học sinh nắm vững kiến thức .",giúp học sinh nắm vững kiến thức,giúp học sinh,Support from lecturers,nắm vững kiến thức,Positive,4,2
"thầy wzjwz222 vui vẻ , giảng không buồn ngủ , giải đáp thắc mắc đầy đủ , dễ hiểu .",thầy wzjwz222 vui vẻ,thầy wzjwz222 vui vẻ,Teaching quality, vui vẻ,Positive,5,2
"ít tiết nên sinh viên học có vẻ nhàm chán và khuôn mẫu , nên có thời gian để sinh viên tmf hiểu nhiều hơn .","ít tiết nên sinh viên học có vẻ nhàm chán và khuôn mẫu , nên có thời gian để sinh viên tmf hiểu nhiều hơn",ít tiết,Course information,nhàm chán và khuôn mẫu,Negative,0,0
đề xuất nhà trường hằng tuần có một buổi lau dọn các bàn ghế này .,đề xuất nhà trường hằng tuần có một buổi lau dọn các bàn ghế này,bàn ghế,Learning environment,đề xuất nhà trường hằng tuần có một buổi lau dọn,Neutral,2,1
"thầy có tích hợp vừa học vừa chơi làm cho bài học không khô khan , và cô đọng lại , rất dễ hiểu , rất tận tình .","thầy có tích hợp vừa học vừa chơi làm cho bài học không khô khan , và cô đọng lại , rất dễ hiểu , rất tận tình",thầy,Support from lecturers,không khô khan,Positive,4,2
"giảng viên cần chú tâm hơn , giải thích vấn đề cho sinh viên , việc ôn tập cho kỳ thi chưa tốt , mức độ ra đề khác với quá trình ôn tập , quá trình học chưa giải đáp hết thắc mắc .",quá trình học chưa giải đáp hết thắc mắc,chưa giải đáp hết thắc mắc,Support from lecturers,chưa giải đáp,Negative,4,0
"thầy dạy hay , dễ hiểu và nhiệt tình .","thầy dạy hay , dễ hiểu và nhiệt tình",thầy,Support from lecturers,dễ hiểu,Positive,4,2
"thầy nhiệt tình , vui vẻ .","thầy nhiệt tình , vui vẻ","thầy nhiệt tình , vui vẻ",Support from lecturers," nhiệt tình , vui vẻ",Positive,4,2
"cô dạy nhiệt tình , dễ hiểu , nguồn kiến thức dồi dào .","cô dạy nhiệt tình , dễ hiểu , nguồn kiến thức dồi dào",cô,Support from lecturers,nguồn kiến thức dồi dào,Positive,4,2
"cô rất tận tâm , nhiệt tình và có trách nhiệm cao .","cô rất tận tâm , nhiệt tình và có trách nhiệm cao",cô,Support from lecturers,rất tận tâm,Positive,4,2
em nghĩ nội dung thực hành nên gần với đồ án hơn .,em nghĩ nội dung thực hành nên gần với đồ án hơn,nội dung thực hành,Course information,em nghĩ nội dung thực hành nên gần với đồ án hơn,Neutral,0,1
thầy cô chưa đưa nhiều vấn đề xã hội vào .,thầy cô chưa đưa nhiều vấn đề xã hội vào,thầy cô chưa đưa nhiều vấn đề xã hội vào,Teaching quality,chưa đưa nhiều vấn đề xã hội vào,Neutral,5,1
hết !,hết !,hết !,General review,hết !,Neutral,1,1
giờ thực hành quá ít .,giờ thực hành quá ít,giờ thực hành,Organization and management,quá ít,Negative,3,0
cô ít cười đôi khi gây cảm giác căng thẳng trong học tập .,cô ít cười đôi khi gây cảm giác căng thẳng trong học tập,cô ít cười đôi khi gây cảm giác căng thẳng trong học tập,Teaching quality,ít cười đôi khi gây cảm giác căng thẳng,Negative,5,0
"tận tâm nhiệt tình , lắng nghe sinh viên .","tận tâm nhiệt tình , lắng nghe sinh viên ","tận tâm nhiệt tình , lắng nghe sinh viên ",Support from lecturers,"tận tâm nhiệt tình , lắng nghe sinh viên ",Positive,4,2
thầy rất tâm huyết với sinh viên .,thầy rất tâm huyết với sinh viên,thầy,Support from lecturers,rất tâm huyết,Positive,4,2
có tính thực tiễn .,có tính thực tiễn,có tính thực tiễn,General review,thực tiễn,Positive,1,2
"cô nhiệt tình , đáng yêu , cân nhắc học trò khi học trò còn thiếu hụt kỹ năng làm việc , cô còn dành thời gian nghỉ trưa để cho nhóm làm báo cáo bù .",cân nhắc học trò khi học trò còn thiếu hụt kỹ năng làm việc,cân nhắc học trò khi học trò còn thiếu hụt kỹ năng làm việc,Support from lecturers, cân nhắc học trò khi học trò còn thiếu hụt kỹ năng làm việc,Positive,4,2
cô dạy dễ hiểu và thân thiện .,cô dạy dễ hiểu và thân thiện,dạy,Teaching quality,dễ hiểu và thân thiện,Positive,5,2
"nói chuyện hơi chậm , không gây cảm hứng tốt .","nói chuyện hơi chậm , không gây cảm hứng tốt",nói chuyện,Teaching quality,"hơi chậm , không gây cảm hứng",Negative,5,0
phòng máy cần nâng cấp .,phòng máy cần nâng cấp,phòng máy,Learning environment,cần nâng cấp,Negative,2,0
"giáo viên cần chỉ dẫn kỹ hơn phần thực hành kể cả ở lớp và thực hành , nên nhắc nhở dám sát sinh viên , để trách cho sinh viên hay ngoại trong mặt này .", nên nhắc nhở dám sát sinh viên,nhắc nhở dám sát sinh viên,Support from lecturers,nên,Neutral,4,1
có demo trực tiếp .,có demo trực tiếp,có demo trực tiếp,Course information,có demo,Positive,0,2
"giảng hơi nhanh , chưa kỹ lắm .","giảng hơi nhanh , chưa kỹ lắm ",giảng,Teaching quality,"hơi nhanh , chưa kỹ lắm ",Negative,5,0
"cần sắp xếp phòng học phù hợp với số lượng sinh viên , vệ sinh phòng học còn nhiều mặt chưa tốt .","cần sắp xếp phòng học phù hợp với số lượng sinh viên , vệ sinh phòng học còn nhiều mặt chưa tốt",phòng học,Learning environment,nhiều mặt chưa tốt,Negative,2,0
"cùng một kiến thức nhưng cách truyền đạt của thầy dễ hiểu hơn , phù hợp với đại đa số sinh viên và tất nhiên là hữu dụng cho các môn khác chứ không hề lan man , thiếu trọng tâm như các giảng viên toán khác .","cùng một kiến thức nhưng cách truyền đạt của thầy dễ hiểu hơn , phù hợp với đại đa số sinh viên và tất nhiên là hữu dụng cho các môn khác chứ không hề lan man , thiếu trọng tâm như các giảng viên toán khác",cách truyền đạt của thầy,Teaching quality,"cùng một kiến thức nhưng cách truyền đạt của thầy dễ hiểu hơn , phù hợp với đại đa số sinh viên và tất nhiên là hữu dụng cho các môn khác chứ không hề lan man , thiếu trọng tâm như các giảng viên toán khác",Positive,5,2
thầy giảng bài khó hiểu quá .,thầy giảng bài khó hiểu quá,thầy,Support from lecturers,giảng bài khó hiểu quá,Negative,4,0
"dạy tâm huyết , hướng dẫn rõ ràng , em rất hài lòng về thầy x .",dạy tâm huyết,dạy,Teaching quality,tâm huyết,Positive,5,2
nội dung slide doubledot em thấy slide này làm tài liệu đọc ôn lại ( khi đã hiểu rồi ) thì phù hợp hơn tài liệu giảng .,nội dung slide doubledot em thấy slide này làm tài liệu đọc ôn lại ( khi đã hiểu rồi ) thì phù hợp hơn tài liệu giảng,nội dung slide,Course information,thấy slide này làm tài liệu đọc ôn lại ( khi đã hiểu rồi ) thì phù hợp hơn tài liệu giảng,Neutral,0,1
cô giáo dạy nhiệt tình .,cô giáo dạy nhiệt tình,cô giáo dạy,Teaching quality,dạy nhiệt tình,Positive,5,2
tài liệu và giảng viên nhiệt tình .,và giảng viên nhiệt tình,giảng viên nhiệt tình,Support from lecturers,nhiệt tình,Positive,4,2
các bài thực hành cần bám sát theo chương trình lý thuyết .,các bài thực hành cần bám sát theo chương trình lý thuyết,thực hành cần bám sát theo chương trình lý thuyết,Teaching quality,bám sát,Positive,5,2
cho làm bài kiểm tra thử trước khi thi .,cho làm bài kiểm tra thử trước khi thi,bài kiểm tra thử,Test and evaluation,cho làm bài kiểm tra thử trước khi thi,Positive,6,2
nhiệt tình và bài giảng sinh động .,nhiệt tình và bài giảng sinh động, bài giảng,Support from lecturers,nhiệt tình,Positive,4,2
"cô dạy rất hay , truyển cảm hứng cho học sinh , rất thích học giờ của cô .","cô dạy rất hay , truyển cảm hứng cho học sinh , rất thích học giờ của cô",dạy,Teaching quality," rất hay , truyển cảm hứng cho học sinh , rất thích",Positive,5,2
"thầy tâm lý , vui tính .","thầy tâm lý , vui tính","tâm lý , vui tính",Support from lecturers,"tâm lý , vui tính",Positive,4,2
"có thể phần thực hành sinh viên sẽ có hai sự lựa chọn doubledot tự xây dựng một chương trình phân loại văn bản , như vậy chương trình sẽ có thể không xử lý được những đoạn văn bản phức tạp hoặc lớn thế nên cách chấm điểm sẽ có phần nương tay đối với phần áp dụng này .",có thể phần thực hành sinh viên sẽ có hai sự lựa chọn doubledot tự xây dựng một chương trình phân loại văn bản,phần thực hành sinh viên sẽ có hai sự lựa chọn doubledot,Test and evaluation,có thể,Neutral,6,1
"cô giảng dạy nhiệt tình , dễ hiểu , bài tập bám sát lý thuyết .",bài tập bám sát lý thuyết,bài tập,Workload, bám sát lý thuyết,Positive,7,2
rồi về nhà không hiểu gì hết .,rồi về nhà không hiểu gì hết,rồi về nhà không hiểu gì hết,General review,không hiểu gì hết,Negative,1,0
"tận tâm , nhiệt tình , thân thiện , hướng dẫn ân cần , theo sát năng lực học tập của sinh viên .","tận tâm , nhiệt tình , thân thiện , hướng dẫn ân cần , theo sát năng lực học tập của sinh viên",theo sát năng lực học tập,Support from lecturers,nhiệt tình,Positive,4,2
thầy dạy rất hay cho em hiểu được nhiều điều dot kết thúc môn học em cảm thấy nó rất bổ ích cho chúng em .,thầy dạy rất hay cho em hiểu được nhiều điều dot kết thúc môn học em cảm thấy nó rất bổ ích cho chúng em, môn học,Course information,rất bổ ích,Positive,0,2
thầy dạy hay và ứng dụng thực tế .,thầy dạy hay và ứng dụng thực tế,dạy,Teaching quality,hay và ứng dụng thực tế,Positive,5,2
cô dạy giọng hơi đều đều cho nên dễ ngủ .,cô dạy giọng hơi đều đều cho nên dễ ngủ,cô dạy giọng hơi đều đều,Teaching quality,cho nên dễ ngủ,Negative,5,0
"nếu được vậy thì sinh viên có thể hỏi trực tiếp giảng viên thực hành chứ em thấy mấy cái phòng máy chỉ mở cửa khi có giờ thực hành , rồi sinh viên phải vào chờ giảng viên .","nếu được vậy thì sinh viên có thể hỏi trực tiếp giảng viên thực hành chứ em thấy mấy cái phòng máy chỉ mở cửa khi có giờ thực hành , rồi sinh viên phải vào chờ giảng viên","nếu được vậy thì sinh viên có thể hỏi trực tiếp giảng viên thực hành chứ em thấy mấy cái phòng máy chỉ mở cửa khi có giờ thực hành , rồi sinh viên phải vào chờ giảng viên",General review,"nếu được vậy thì sinh viên có thể hỏi trực tiếp giảng viên thực hành chứ em thấy mấy cái phòng máy chỉ mở cửa khi có giờ thực hành , rồi sinh viên phải vào chờ giảng viên",Neutral,1,1
"cô nhiệt tình , giảng kỹ và dễ hiểu .","cô nhiệt tình , giảng kỹ và dễ hiểu",cô nhiệt tình,Teaching quality,"nhiệt tình , giảng kỹ và dễ hiểu",Positive,5,2
"rất nhiệt tình giảng dạy , dạy có cảm tình và đem lại cảm hứng , không chán ngán và ngủ trong giờ học .",rất nhiệt tình giảng dạy,giảng dạ,Teaching quality,rất nhiệt tình,Positive,5,2
"giảng dạy dễ hiểu , rõ ràng minh bạch , dẫn chứng cụ thể .","giảng dạy dễ hiểu , rõ ràng minh bạch , dẫn chứng cụ thể",giảng dạy,Support from lecturers,dẫn chứng cụ thể,Positive,4,2
"giảng dạy cụ thể , có nhiều dẫn chứng minh hoạ .","giảng dạy cụ thể , có nhiều dẫn chứng minh hoạ",giảng dạy,Support from lecturers,cụ thể,Positive,4,2
giảng viên dạy hay và sôi nổi .,giảng viên dạy hay và sôi nổi,dạy,Teaching quality,hay và sôi nổi,Positive,5,2
"thầy hay cho những ví dụ , trường hợp rất thực tế .","thầy hay cho những ví dụ , trường hợp rất thực tế","thầy hay cho những ví dụ , trường hợp rất thực tế",Teaching quality,"hay cho những ví dụ , trường hợp rất thực tế",Positive,5,2
dạy quá nhanh dot làm cho mức độ hiểu bài của sinh viên chỉ thêm hạn hẹp .,dạy quá nhanh dot làm cho mức độ hiểu bài của sinh viên chỉ thêm hạn hẹp,dạy,Teaching quality,quá nhanh,Negative,5,0
không nên tổ chức thực hành hình thức 2 .,không nên tổ chức thực hành hình thức 2, tổ chức thực hành,Organization and management,không nên tổ chức thực hành hình thức 2,Neutral,3,1
em fraction tôi nhận thấy phương pháp giảng dạy của giảng viên không phù hợp để nâng cao trình độ thực của sinh viên học vẹt 60% .,em fraction tôi nhận thấy phương pháp giảng dạy của giảng viên không phù hợp để nâng cao trình độ thực của sinh viên học vẹt 60%, phương pháp giảng dạy ,Teaching quality,không phù hợp để nâng cao trình độ thực của sinh viên học vẹt 60%,Negative,5,0
"chữ cô rất xấu , cô dạy khó hiểu , không giải thích về bài thực hành mà chỉ đưa 3 clip rồi bảo sinh viên làm theo .","chữ cô rất xấu , cô dạy khó hiểu , không giải thích về bài thực hành mà chỉ đưa 3 clip rồi bảo sinh viên làm theo","chữ cô rất xấu , cô dạy khó hiểu , không giải thích về bài thực hành",Teaching quality,"chữ cô rất xấu , cô dạy khó hiểu , không giải thích về bài thực hành",Negative,5,0
"sinh viên hiểu bài rất dễ dàng , chỗ nào không hiểu là giảng viên tận tâm giảng lại ngay , thường xuyên tạo cuộc tranh luận trong giờ học để giúp sinh viên tăng cường tranh luận , trao đổi giúp bài học trở nên phong phú và dễ hiểu hơn .","thường xuyên tạo cuộc tranh luận trong giờ học để giúp sinh viên tăng cường tranh luận , trao đổi giúp bài học trở nên phong phú và dễ hiểu hơn",tạo cuộc tranh luận,Teaching quality,"giúp sinh viên tăng cường tranh luận , trao đổi giúp bài học trở nên phong phú và dễ hiểu hơn",Positive,5,2
"dạy dễ hiểu , nhiệt tình với sinh viên .","dạy dễ hiểu , nhiệt tình với sinh viên",dạy,Teaching quality,nhiệt tình,Positive,5,2
"cô rất tận tâm , hết mình với sinh viên .","cô rất tận tâm , hết mình với sinh viên","tận tâm , hết mình",Support from lecturers,"tận tâm , hết mình",Positive,4,2
nhưng nhiều lúc thầy quá khó tính .,nhưng nhiều lúc thầy quá khó tính,thầy,Support from lecturers,quá khó tính,Negative,4,0
thầy có nhiệt huyết tuổi trẻ .,thầy có nhiệt huyết tuổi trẻ,thầy có nhiệt huyết tuổi trẻ,Teaching quality, có nhiệt huyết tuổi trẻ,Positive,5,2
"thầy dạy nhiệt tình , dễ hiểu , đưa ví dụ bài tập rất thực tế .","thầy dạy nhiệt tình , dễ hiểu , đưa ví dụ bài tập rất thực tế",thầy,Support from lecturers,dễ hiểu,Positive,4,2
"giảng viên nhiệt tình , tận tình giải thích khi sinh viên thắc mắc .","giảng viên nhiệt tình , tận tình giải thích khi sinh viên thắc mắc","nhiệt tình , tận tình giải thích khi sinh viên thắc mắc",Support from lecturers,"nhiệt tình , tận tình",Positive,4,2
"giảng viên nhiệt tình , tâm huyết , tương tác nhiều với sinh viên .","giảng viên nhiệt tình , tâm huyết , tương tác nhiều với sinh viên","nhiệt tình , tâm huyết , tương tác nhiều với sinh viên",Support from lecturers,"nhiệt tình , tâm huyết , tương tác",Positive,4,2
"truyền đạt tốt , bám sát đề thi , bài giảng cung cấp đầy đủ .",truyền đạt tốt,truyền đạt,Teaching quality,tốt,Positive,5,2
"buổi góp ý đánh giá trước khi hoàn chỉnh đồ án thầy xem sơ sài , không chỉ ra chỗ sai lớn nhất đến bài chính thức thì thầy chấm kỹ .","buổi góp ý đánh giá trước khi hoàn chỉnh đồ án thầy xem sơ sài , không chỉ ra chỗ sai lớn nhất đến bài chính thức thì thầy chấm kỹ",thầy,Support from lecturers,không chỉ ra chỗ sai lớn nhất,Negative,4,0
